occupational_code,education,importance
17-1022,Associate's Degree (or other 2-year degree),10.53
17-1022,Bachelor's Degree,47.37
17-1022,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
17-1022,Master's Degree,0.0
17-1022,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
17-1022,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
17-1022,Doctoral Degree,0.0
17-1022,Post-Doctoral Training,0.0
17-2011,Less than a High School Diploma,0.0
17-2011,"High School Diploma - or the equivalent (for example, GED)",0.0
17-2011,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
17-2011,Some College Courses,0.0
17-2011,Associate's Degree (or other 2-year degree),7.61
17-2011,Bachelor's Degree,59.05
17-2011,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
17-2011,Master's Degree,33.34
17-2011,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
17-2011,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
17-2011,Doctoral Degree,0.0
17-2011,Post-Doctoral Training,0.0
17-2021,Less than a High School Diploma,0.0
17-2021,"High School Diploma - or the equivalent (for example, GED)",0.0
17-2021,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
17-2021,Some College Courses,0.0
17-2021,Associate's Degree (or other 2-year degree),5.0
17-2021,Bachelor's Degree,75.0
17-2021,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
17-2021,Master's Degree,10.0
17-2021,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
17-2021,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
17-2021,Doctoral Degree,10.0
17-2021,Post-Doctoral Training,0.0
17-2031,Less than a High School Diploma,0.0
17-2031,"High School Diploma - or the equivalent (for example, GED)",0.0
17-2031,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
17-2031,Some College Courses,0.0
17-2031,Associate's Degree (or other 2-year degree),4.35
17-2031,Bachelor's Degree,43.48
17-2031,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
17-2031,Master's Degree,26.09
17-2031,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
17-2031,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
